per;Währung;NAV;Umlaufende Anteile;Fondsvermögen;Ertragsserie des Produktes;Benchmark Ertragserie
25.März2014;EUR;33.28;4’450’000.00;148’117’250.58;136.36;142.46
24.März2014;EUR;32.87;4’450’000.00;146’270’513.77;134.66;140.67
21.März2014;EUR;33.14;4’450’000.00;147’472’116.22;135.77;141.86
20.März2014;EUR;32.94;4’450’000.00;146’582’397.12;134.95;141.00
19.März2014;EUR;33.03;4’450’000.00;146’974’208.60;135.31;141.38
18.März2014;EUR;33.06;4’450’000.00;147’125’058.96;135.45;141.52
17.März2014;EUR;32.88;4’450’000.00;146’332’527.78;134.72;140.76
14.März2014;EUR;32.66;4’450’000.00;145’357’659.81;133.82;139.80
13.März2014;EUR;32.78;4’450’000.00;145’868’445.02;134.29;140.30
12.März2014;EUR;33.04;4’450’000.00;147’047’490.67;135.38;141.44
11.März2014;EUR;33.35;4’450’000.00;148’406’479.98;136.63;142.75
10.März2014;EUR;33.35;4’450’000.00;148’393’118.18;136.61;142.74
07.März2014;EUR;33.36;4’450’000.00;148’434’938.55;136.65;142.77
06.März2014;EUR;33.67;4’450’000.00;149’834’261.68;137.94;144.12
05.März2014;EUR;33.76;4’300’000.00;145’187’712.70;138.33;144.53
04.März2014;EUR;33.89;4’300’000.00;145’709’945.80;138.82;145.05
03.März2014;EUR;33.50;4’300’000.00;144’065’929.08;137.26;143.40
28.Feb.2014;EUR;34.00;4’300’000.00;146’202’486.73;139.29;145.54
27.Feb.2014;EUR;33.87;4’300’000.00;145’647’744.11;138.76;144.97
26.Feb.2014;EUR;34.08;4’050’000.00;138’039’519.08;139.63;145.89
25.Feb.2014;EUR;34.05;4’050’000.00;137’888’056.43;139.48;145.73
24.Feb.2014;EUR;34.09;4’050’000.00;138’084’182.62;139.68;145.93
21.Feb.2014;EUR;33.84;4’050’000.00;137’035’469.93;138.62;144.81
20.Feb.2014;EUR;33.61;4’050’000.00;136’102’856.02;137.67;143.81
19.Feb.2014;EUR;33.32;4’050’000.00;134’930’967.03;136.49;142.57
18.Feb.2014;EUR;33.24;4’050’000.00;134’633’371.48;136.19;142.25
17.Feb.2014;EUR;33.07;3’900’000.00;128’990’623.76;135.50;141.52
14.Feb.2014;EUR;33.06;3’900’000.00;128’921’213.74;135.43;141.44
13.Feb.2014;EUR;32.79;3’900’000.00;127’885’733.88;134.34;140.29
12.Feb.2014;EUR;32.99;3’900’000.00;128’673’399.09;135.17;141.16
11.Feb.2014;EUR;32.64;3’900’000.00;127’314’217.99;133.74;139.65
10.Feb.2014;EUR;32.16;3’900’000.00;125’422’425.80;131.75;137.57
07.Feb.2014;EUR;32.12;3’900’000.00;125’267’762.09;131.59;137.39
06.Feb.2014;EUR;32.04;3’900’000.00;124’947’654.34;131.25;137.04
05.Feb.2014;EUR;31.56;3’900’000.00;123’086’158.00;129.30;134.99
04.Feb.2014;EUR;31.55;3’900’000.00;123’055’942.50;129.26;134.96
03.Feb.2014;EUR;31.51;3’900’000.00;122’900’357.48;129.10;134.78
31.Jan.2014;EUR;31.94;3’900’000.00;124’551’625.88;130.84;136.60
30.Jan.2014;EUR;32.16;3’900’000.00;125’410’427.77;131.74;137.54
29.Jan.2014;EUR;32.04;3’900’000.00;124’939’002.22;131.24;137.02
28.Jan.2014;EUR;32.24;3’900’000.00;125’731’081.82;132.07;137.89
27.Jan.2014;EUR;32.25;3’900’000.00;125’770’117.77;132.12;137.93
24.Jan.2014;EUR;33.02;3’900’000.00;128’783’802.45;135.28;141.24
23.Jan.2014;EUR;33.78;3’900’000.00;131’747’918.94;138.39;144.50
22.Jan.2014;EUR;34.22;3’900’000.00;133’465’149.47;140.20;146.39
21.Jan.2014;EUR;34.11;3’900’000.00;133’038’622.60;139.75;145.92
20.Jan.2014;EUR;34.18;3’900’000.00;133’315’017.24;140.04;146.22
17.Jan.2014;EUR;34.09;3’900’000.00;132’932’415.91;139.64;145.79
16.Jan.2014;EUR;33.91;3’900’000.00;132’230’541.00;138.90;145.02
15.Jan.2014;EUR;33.92;3’900’000.00;132’271’972.42;138.95;145.06
14.Jan.2014;EUR;34.08;3’900’000.00;132’924’356.23;138.25;144.33
13.Jan.2014;EUR;34.18;3’900’000.00;133’310’421.84;138.66;144.76
10.Jan.2014;EUR;34.34;3’900’000.00;133’907’842.66;139.28;145.41
09.Jan.2014;EUR;34.09;3’900’000.00;132’957’372.48;138.29;144.36
08.Jan.2014;EUR;34.03;3’900’000.00;132’721’152.56;138.04;144.10
07.Jan.2014;EUR;34.17;3’900’000.00;133’245’483.04;138.59;144.68
06.Jan.2014;EUR;33.84;3’900’000.00;131’982’722.51;137.27;143.28
03.Jan.2014;EUR;33.96;3’900’000.00;132’453’175.24;137.76;143.80
02.Jan.2014;EUR;33.82;3’900’000.00;131’903’308.42;137.19;143.19
30.Dez.2013;EUR;33.79;3’900’000.00;131’792’864.03;137.08;143.07
27.Dez.2013;EUR;33.85;3’900’000.00;132’004’854.70;137.30;143.29
23.Dez.2013;EUR;33.40;3’900’000.00;130’278’721.54;135.50;141.39
20.Dez.2013;EUR;33.06;3’900’000.00;128’950’002.71;134.12;139.94
19.Dez.2013;EUR;32.83;3’900’000.00;128’030’487.45;133.16;138.93
18.Dez.2013;EUR;32.27;3’900’000.00;125’843’897.45;130.89;136.53
17.Dez.2013;EUR;32.08;3’900’000.00;125’125’795.56;130.14;135.74
16.Dez.2013;EUR;32.43;3’900’000.00;126’493’095.21;131.56;137.24
13.Dez.2013;EUR;31.98;4’400’000.00;140’697’732.00;129.71;135.31
12.Dez.2013;EUR;32.15;4’500’000.00;144’688’624.34;130.42;136.07
11.Dez.2013;EUR;32.55;4’500’000.00;146’464’535.71;132.03;137.74
10.Dez.2013;EUR;32.74;4’500’000.00;147’329’949.30;132.81;138.58
09.Dez.2013;EUR;32.93;4’500’000.00;148’174’641.69;133.57;139.38
06.Dez.2013;EUR;32.89;4’500’000.00;148’013’105.89;133.42;139.22
05.Dez.2013;EUR;32.55;4’500’000.00;146’495’201.19;132.05;137.77
04.Dez.2013;EUR;32.97;4’500’000.00;148’351’624.53;133.73;139.53
03.Dez.2013;EUR;33.09;4’500’000.00;148’916’477.36;134.24;140.07
02.Dez.2013;EUR;33.44;4’500’000.00;150’500’390.00;135.66;141.57
29.Nov.2013;EUR;33.66;4’500’000.00;151’492’270.55;136.56;142.51
28.Nov.2013;EUR;33.67;4’500’000.00;151’515’986.33;136.58;142.53
27.Nov.2013;EUR;33.61;4’500’000.00;151’224’641.22;136.32;142.25
26.Nov.2013;EUR;33.55;4’500’000.00;150’965’352.51;136.08;142.04
25.Nov.2013;EUR;33.85;3’950’000.00;133’709’236.67;137.31;143.29
22.Nov.2013;EUR;34.01;3’950’000.00;134’357’216.23;137.98;143.99
21.Nov.2013;EUR;33.90;3’950’000.00;133’890’448.22;137.50;143.48
20.Nov.2013;EUR;33.97;3’950’000.00;134’189’673.65;137.80;143.80
19.Nov.2013;EUR;33.84;3’950’000.00;133’680’927.52;137.28;143.25
18.Nov.2013;EUR;34.03;3’950’000.00;134’414’005.77;138.03;144.04
15.Nov.2013;EUR;33.99;3’850’000.00;130’844’169.66;137.86;143.85
14.Nov.2013;EUR;33.71;3’850’000.00;129’770’632.66;136.73;142.65
13.Nov.2013;EUR;33.47;3’850’000.00;128’877’878.07;135.79;141.65
12.Nov.2013;EUR;33.61;3’850’000.00;129’380’093.51;136.32;142.21
11.Nov.2013;EUR;33.89;3’850’000.00;130’465’468.77;137.46;143.42
08.Nov.2013;EUR;33.73;3’850’000.00;129’851’649.60;136.81;142.73
07.Nov.2013;EUR;33.99;3’850’000.00;130’852’615.66;137.87;143.84
06.Nov.2013;EUR;34.21;3’850’000.00;131’710’906.71;138.77;144.79
05.Nov.2013;EUR;34.04;3’800’000.00;129’335’444.06;138.06;144.04
04.Nov.2013;EUR;34.03;3’800’000.00;129’318’476.40;138.04;144.02
01.Nov.2013;EUR;33.85;3’800’000.00;128’648’170.22;137.33;143.26
31.Okt.2013;EUR;33.93;3’800’000.00;128’935’497.26;137.63;143.58
30.Okt.2013;EUR;33.86;3’800’000.00;128’666’196.12;137.35;143.28
29.Okt.2013;EUR;33.71;3’800’000.00;128’108’349.53;136.75;142.65
28.Okt.2013;EUR;33.10;3’800’000.00;125’768’721.62;134.25;140.03
25.Okt.2013;EUR;33.22;3’800’000.00;126’235’247.63;134.75;140.55
24.Okt.2013;EUR;32.97;3’650’000.00;120’347’334.27;133.75;139.48
23.Okt.2013;EUR;32.83;3’650’000.00;119’824’219.53;133.17;138.87
22.Okt.2013;EUR;33.10;3’650’000.00;120’799’217.94;134.25;140.01
21.Okt.2013;EUR;33.15;3’650’000.00;120’983’875.56;134.45;140.22
18.Okt.2013;EUR;33.03;3’650’000.00;120’558’021.69;133.98;139.72
17.Okt.2013;EUR;32.74;3’650’000.00;119’511’950.63;132.82;138.50
16.Okt.2013;EUR;32.87;3’650’000.00;119’972’474.18;133.33;139.03
15.Okt.2013;EUR;32.75;3’650’000.00;119’549’610.18;132.86;138.54
14.Okt.2013;EUR;32.73;3’650’000.00;119’473’178.46;131.39;136.99
11.Okt.2013;EUR;32.56;3’650’000.00;118’851’684.79;130.70;136.26
10.Okt.2013;EUR;32.50;3’650’000.00;118’633’627.58;130.46;136.00
09.Okt.2013;EUR;32.13;3’650’000.00;117’266’720.41;128.96;134.41
08.Okt.2013;EUR;32.25;3’650’000.00;117’699’967.65;129.44;134.91
07.Okt.2013;EUR;32.54;3’650’000.00;118’776’767.45;130.62;136.17
04.Okt.2013;EUR;32.60;3’650’000.00;118’991’756.39;130.86;136.41
03.Okt.2013;EUR;32.57;3’650’000.00;118’894’434.66;130.75;136.30
02.Okt.2013;EUR;32.65;3’650’000.00;119’155’564.22;131.04;136.60
01.Okt.2013;EUR;32.80;3’650’000.00;119’720’883.45;131.66;137.25
30.Sept.2013;EUR;32.68;3’650’000.00;119’281’378.17;131.18;136.74
27.Sept.2013;EUR;33.01;3’650’000.00;120’476’101.76;132.49;138.13
26.Sept.2013;EUR;33.07;3’650’000.00;120’713’810.28;132.75;138.40
25.Sept.2013;EUR;33.05;3’650’000.00;120’643’502.18;132.67;138.32
24.Sept.2013;EUR;33.04;3’650’000.00;120’591’886.18;132.62;138.26
23.Sept.2013;EUR;32.88;3’650’000.00;120’015’916.85;131.98;137.63
20.Sept.2013;EUR;33.05;3’650’000.00;120’630’604.49;132.66;138.36
19.Sept.2013;EUR;33.08;3’650’000.00;120’727’792.47;132.77;138.48
18.Sept.2013;EUR;32.92;3’650’000.00;120’172’055.15;132.16;137.82
17.Sept.2013;EUR;32.92;3’650’000.00;120’155’476.44;132.14;137.80
16.Sept.2013;EUR;33.19;3’650’000.00;121’160’891.46;133.24;139.01
13.Sept.2013;EUR;33.20;3’650’000.00;121’180’177.48;133.26;139.03
12.Sept.2013;EUR;33.07;3’650’000.00;120’722’354.12;132.76;138.49
11.Sept.2013;EUR;33.07;3’650’000.00;120’698’358.45;132.73;138.47
10.Sept.2013;EUR;32.91;3’650’000.00;120’123’686.24;132.10;137.80
09.Sept.2013;EUR;32.84;3’650’000.00;119’849’658.53;131.80;137.48
06.Sept.2013;EUR;33.20;3’650’000.00;121’178’994.53;133.26;139.02
05.Sept.2013;EUR;33.08;3’650’000.00;120’751’833.00;132.79;138.52
04.Sept.2013;EUR;32.97;3’650’000.00;120’330’700.44;132.33;138.03
03.Sept.2013;EUR;32.79;3’650’000.00;119’673’423.59;131.61;137.26
02.Sept.2013;EUR;32.88;3’700’000.00;121’652’274.72;131.98;137.65
30.Aug.2013;EUR;32.58;3’700’000.00;120’552’760.45;130.78;136.39
29.Aug.2013;EUR;33.01;3’700’000.00;122’133’151.42;132.50;138.20
28.Aug.2013;EUR;33.05;3’700’000.00;122’274’334.57;132.65;138.36
27.Aug.2013;EUR;32.26;3’700’000.00;119’361’029.19;129.49;135.15
26.Aug.2013;EUR;32.17;3’700’000.00;119’033’544.11;129.13;134.77
23.Aug.2013;EUR;32.17;3’700’000.00;119’011’884.31;129.11;134.74
22.Aug.2013;EUR;31.80;3’700’000.00;117’659’379.12;127.64;133.19
21.Aug.2013;EUR;31.47;3’700’000.00;116’451’975.72;126.33;131.80
20.Aug.2013;EUR;31.66;3’700’000.00;117’157’791.36;127.10;132.61
19.Aug.2013;EUR;32.01;3’700’000.00;118’418’454.72;128.47;134.06
16.Aug.2013;EUR;32.25;3’700’000.00;119’310’591.73;129.44;135.07
15.Aug.2013;EUR;32.16;3’700’000.00;118’978’695.95;129.08;134.69
14.Aug.2013;EUR;32.41;3’750’000.00;121’546’732.80;130.10;135.77
13.Aug.2013;EUR;32.30;3’750’000.00;121’134’749.80;129.66;135.30
12.Aug.2013;EUR;32.02;3’750’000.00;120’057’595.77;128.51;134.09
09.Aug.2013;EUR;32.02;3’750’000.00;120’080’662.69;128.53;134.11
08.Aug.2013;EUR;31.85;3’750’000.00;119’432’033.77;127.84;133.38
07.Aug.2013;EUR;31.79;3’750’000.00;119’224’622.33;127.62;133.14
06.Aug.2013;EUR;31.85;3’750’000.00;119’422’335.75;127.83;133.36
05.Aug.2013;EUR;32.01;3’750’000.00;120’028’130.76;128.48;134.04
02.Aug.2013;EUR;31.94;3’750’000.00;119’777’129.61;128.21;133.76
01.Aug.2013;EUR;31.98;3’750’000.00;119’910’538.72;128.35;133.90
31.Juli2013;EUR;31.82;3’750’000.00;119’324’728.64;127.72;133.24
30.Juli2013;EUR;31.82;3’750’000.00;119’334’145.05;127.73;133.25
29.Juli2013;EUR;32.09;3’750’000.00;120’331’954.72;128.80;134.37
26.Juli2013;EUR;32.28;3’750’000.00;121’049’171.07;129.57;135.17
25.Juli2013;EUR;32.38;3’750’000.00;121’441’059.33;129.99;135.61
24.Juli2013;EUR;32.50;3’750’000.00;121’884’764.98;130.47;136.11
23.Juli2013;EUR;32.44;3’750’000.00;121’656’650.38;130.22;135.85
22.Juli2013;EUR;32.58;3’750’000.00;122’190’927.19;130.79;136.45
19.Juli2013;EUR;32.38;3’750’000.00;121’434’175.80;129.98;135.59
18.Juli2013;EUR;32.37;3’750’000.00;121’373’349.95;129.92;135.52
17.Juli2013;EUR;32.00;3’750’000.00;120’003’746.17;128.45;133.98
16.Juli2013;EUR;31.79;3’750’000.00;119’194’986.25;127.59;133.07
15.Juli2013;EUR;31.91;3’750’000.00;119’671’267.50;128.10;133.60
12.Juli2013;EUR;32.10;3’750’000.00;120’363’020.79;127.53;133.01
11.Juli2013;EUR;32.11;3’750’000.00;120’402’458.64;127.58;133.05
10.Juli2013;EUR;31.94;3’750’000.00;119’782’360.81;126.92;132.35
09.Juli2013;EUR;31.72;3’750’000.00;118’963’956.21;126.05;131.43
08.Juli2013;EUR;31.53;3’750’000.00;118’249’242.05;125.29;130.62
05.Juli2013;EUR;31.14;3’750’000.00;116’770’401.47;123.73;128.96
04.Juli2013;EUR;31.46;3’750’000.00;117’969’302.94;125.00;130.30
03.Juli2013;EUR;30.99;3’750’000.00;116’216’252.37;123.14;128.32
02.Juli2013;EUR;31.14;3’750’000.00;116’759’878.81;123.72;128.94
01.Juli2013;EUR;31.31;3’750’000.00;117’423’360.26;124.42;129.68
28.Juni2013;EUR;31.01;3’750’000.00;116’298’720.77;123.23;128.43
27.Juni2013;EUR;31.14;3’750’000.00;116’790’252.94;123.75;129.01
26.Juni2013;EUR;31.04;3’750’000.00;116’416’099.87;123.35;128.58
25.Juni2013;EUR;30.71;3’750’000.00;115’172’117.32;122.03;127.18
24.Juni2013;EUR;30.48;3’750’000.00;114’302’826.93;121.11;126.20
21.Juni2013;EUR;30.83;3’750’000.00;115’597’283.95;122.48;127.70
20.Juni2013;EUR;31.15;3’750’000.00;116’797’238.07;123.76;129.04
19.Juni2013;EUR;31.76;3’750’000.00;119’105’922.57;126.20;131.65
18.Juni2013;EUR;31.90;3’750’000.00;119’622’576.98;126.75;132.23
17.Juni2013;EUR;32.00;3’750’000.00;120’014’216.60;127.16;132.66
14.Juni2013;EUR;31.96;3’750’000.00;119’867’975.28;127.01;132.50
13.Juni2013;EUR;31.87;3’750’000.00;119’525’376.91;126.65;132.11
12.Juni2013;EUR;31.79;3’750’000.00;119’220’142.28;126.32;131.84
11.Juni2013;EUR;32.01;3’750’000.00;120’049’342.79;127.20;132.77
10.Juni2013;EUR;32.23;3’750’000.00;120’853’674.23;128.05;133.67
07.Juni2013;EUR;32.19;3’750’000.00;120’728’222.31;127.92;133.52
06.Juni2013;EUR;31.99;3’750’000.00;119’976’997.42;127.13;132.68
05.Juni2013;EUR;32.45;3’750’000.00;121’700’473.89;128.95;134.60
04.Juni2013;EUR;32.88;3’750’000.00;123’281’718.45;130.63;136.39
03.Juni2013;EUR;32.93;3’750’000.00;123’484’722.93;130.84;136.61
31.Mai2013;EUR;32.99;3’750’000.00;123’708’618.23;131.08;136.85
30.Mai2013;EUR;33.32;3’750’000.00;124’931’477.49;132.37;138.23
29.Mai2013;EUR;33.34;3’750’000.00;125’037’165.94;132.49;138.34
28.Mai2013;EUR;33.81;3’750’000.00;126’786’639.19;134.34;140.29
27.Mai2013;EUR;33.32;3’750’000.00;124’933’237.88;132.38;138.21
24.Mai2013;EUR;33.19;3’750’000.00;124’463’214.75;131.88;137.68
23.Mai2013;EUR;33.35;3’750’000.00;125’050’725.92;132.50;138.34
22.Mai2013;EUR;33.85;3’950’000.00;133’721’188.50;134.51;140.46
21.Mai2013;EUR;33.85;3’950’000.00;133’716’803.26;134.51;140.46
20.Mai2013;EUR;33.64;3’950’000.00;132’895’620.10;133.68;139.58
17.Mai2013;EUR;33.56;3’950’000.00;132’577’840.62;133.36;139.26
16.Mai2013;EUR;33.32;3’950’000.00;131’631’517.04;132.41;138.26
15.Mai2013;EUR;33.47;3’950’000.00;132’197’009.11;132.98;138.86
14.Mai2013;EUR;33.45;3’950’000.00;132’144’675.48;132.93;138.88
13.Mai2013;EUR;33.18;3’950’000.00;131’063’059.44;131.84;137.73
10.Mai2013;EUR;33.21;3’950’000.00;131’178’449.59;131.96;137.85
09.Mai2013;EUR;33.27;3’950’000.00;131’404’728.44;132.18;138.09
08.Mai2013;EUR;33.15;3’950’000.00;130’928’929.29;131.71;137.59
07.Mai2013;EUR;32.94;3’950’000.00;130’096’805.77;130.87;136.71
06.Mai2013;EUR;32.93;3’950’000.00;130’083’835.67;130.86;136.69
03.Mai2013;EUR;32.92;3’950’000.00;130’053’487.45;130.82;136.65
02.Mai2013;EUR;32.44;3’950’000.00;128’150’953.97;128.91;134.65
30.Apr.2013;EUR;32.29;3’950’000.00;127’545’020.00;128.30;134.01
29.Apr.2013;EUR;32.11;3’950’000.00;126’853’433.79;127.61;133.28
26.Apr.2013;EUR;31.98;3’950’000.00;126’323’729.36;127.07;132.72
25.Apr.2013;EUR;32.24;3’950’000.00;127’359’746.87;128.12;133.81
24.Apr.2013;EUR;31.91;3’950’000.00;126’036’392.82;126.78;132.41
23.Apr.2013;EUR;31.36;3’950’000.00;123’872’315.61;124.61;130.13
22.Apr.2013;EUR;30.78;3’950’000.00;121’600’360.61;122.32;127.73
19.Apr.2013;EUR;30.71;3’950’000.00;121’296’980.25;122.02;127.41
18.Apr.2013;EUR;30.53;3’950’000.00;120’584’225.90;121.30;126.66
17.Apr.2013;EUR;30.46;3’950’000.00;120’335’472.12;121.05;126.39
16.Apr.2013;EUR;31.01;3’950’000.00;122’507’510.93;123.23;128.68
15.Apr.2013;EUR;31.28;3’950’000.00;123’540’138.47;124.27;129.76
12.Apr.2013;EUR;32.31;3’950’000.00;127’618’786.27;126.42;132.02
11.Apr.2013;EUR;32.58;3’950’000.00;128’695’529.00;127.49;133.15
10.Apr.2013;EUR;32.50;3’950’000.00;128’357’530.68;127.16;132.79
09.Apr.2013;EUR;32.33;3’950’000.00;127’685’978.11;126.49;132.08
08.Apr.2013;EUR;32.14;3’950’000.00;126’945’740.31;125.76;131.30
05.Apr.2013;EUR;32.01;3’950’000.00;126’455’324.34;125.27;130.78
04.Apr.2013;EUR;32.49;3’950’000.00;128’348’282.37;127.15;132.77
03.Apr.2013;EUR;32.83;3’950’000.00;129’689’217.50;128.48;134.18
02.Apr.2013;EUR;33.07;3’950’000.00;130’622’748.90;129.40;135.20
28.März2013;EUR;32.70;3’950’000.00;129’153’866.51;127.95;133.65
27.März2013;EUR;32.86;3’950’000.00;129’796’427.63;128.58;134.32
26.März2013;EUR;32.94;4’150’000.00;136’692’779.47;128.89;134.64
25.März2013;EUR;32.84;4’150’000.00;136’287’795.07;128.51;134.24
22.März2013;EUR;32.96;4’150’000.00;136’802’614.14;128.99;134.75
21.März2013;EUR;32.91;4’150’000.00;136’569’950.81;128.77;134.52
20.März2013;EUR;32.92;4’150’000.00;136’607’410.23;128.81;134.56
19.März2013;EUR;32.95;4’150’000.00;136’740’020.97;128.93;134.69
18.März2013;EUR;33.01;4’150’000.00;136’997’476.19;129.17;134.95
15.März2013;EUR;32.94;4’150’000.00;136’711’875.81;128.91;134.70
14.März2013;EUR;33.20;4’300’000.00;142’739’877.29;129.89;135.74
13.März2013;EUR;32.85;4’300’000.00;141’273’695.74;128.56;134.33
12.März2013;EUR;32.83;4’300’000.00;141’166’143.89;128.46;134.22
11.März2013;EUR;32.77;4’300’000.00;140’896’128.08;128.22;133.96
08.März2013;EUR;32.79;4’300’000.00;140’990’510.15;128.30;134.04
07.März2013;EUR;32.68;4’300’000.00;140’519’281.25;127.87;133.59
06.März2013;EUR;32.74;4’300’000.00;140’780’559.33;128.11;133.84
05.März2013;EUR;32.73;4’300’000.00;140’729’248.67;128.06;133.79
04.März2013;EUR;32.13;4’300’000.00;138’145’608.54;125.71;131.30
01.März2013;EUR;32.15;4’300’000.00;138’255’524.14;125.81;131.39
28.Feb.2013;EUR;32.30;4’300’000.00;138’886’209.65;126.39;132.01
27.Feb.2013;EUR;32.17;4’300’000.00;138’322’031.72;125.87;131.46
26.Feb.2013;EUR;31.85;4’300’000.00;136’969’531.09;124.64;130.15
25.Feb.2013;EUR;32.24;4’300’000.00;138’640’163.16;126.16;131.77
22.Feb.2013;EUR;32.23;4’300’000.00;138’586’214.21;126.11;131.71
21.Feb.2013;EUR;31.82;4’300’000.00;136’808’424.45;124.50;129.99
20.Feb.2013;EUR;32.11;4’300’000.00;138’063’114.38;125.64;131.21
19.Feb.2013;EUR;32.28;4’300’000.00;138’793’184.67;126.30;131.91
18.Feb.2013;EUR;32.01;4’300’000.00;137’650’042.10;125.26;130.81
15.Feb.2013;EUR;32.14;4’300’000.00;138’219’411.06;125.78;131.35
14.Feb.2013;EUR;32.24;4’300’000.00;138’627’026.96;126.15;131.74
13.Feb.2013;EUR;32.51;4’300’000.00;139’783’356.06;127.20;132.86
12.Feb.2013;EUR;32.42;4’300’000.00;139’418’523.12;126.87;132.51
11.Feb.2013;EUR;32.25;4’300’000.00;138’674’601.68;126.20;131.79
08.Feb.2013;EUR;32.55;4’300’000.00;139’980’036.54;127.38;133.04
07.Feb.2013;EUR;32.42;4’300’000.00;139’400’658.36;126.86;132.48
06.Feb.2013;EUR;32.71;4’300’000.00;140’669’919.65;128.01;133.70
05.Feb.2013;EUR;32.92;4’300’000.00;141’537’394.89;128.80;134.53
04.Feb.2013;EUR;32.63;4’300’000.00;140’309’090.37;127.68;133.35
01.Feb.2013;EUR;33.12;4’300’000.00;142’401’502.65;129.59;135.35
31.Jan.2013;EUR;33.16;4’300’000.00;142’593’191.09;129.76;135.54
30.Jan.2013;EUR;33.54;4’300’000.00;144’213’805.39;131.24;137.09
29.Jan.2013;EUR;34.11;4’300’000.00;146’668’472.61;133.47;139.45
28.Jan.2013;EUR;33.78;4’300’000.00;145’267’817.89;132.19;138.10
25.Jan.2013;EUR;33.94;4’300’000.00;145’943’055.40;132.81;138.74
24.Jan.2013;EUR;34.05;4’300’000.00;146’433’022.64;133.26;139.21
23.Jan.2013;EUR;34.03;4’300’000.00;146’312’348.79;133.15;139.09
22.Jan.2013;EUR;33.76;4’300’000.00;145’176’996.51;132.11;138.00
21.Jan.2013;EUR;33.61;4’300’000.00;144’539’713.89;131.53;137.39
18.Jan.2013;EUR;33.64;4’300’000.00;144’641’481.21;131.63;137.48
17.Jan.2013;EUR;33.68;4’300’000.00;144’810’560.63;131.78;137.64
16.Jan.2013;EUR;33.64;4’250’000.00;142’978’668.25;131.64;137.50
15.Jan.2013;EUR;33.58;4’250’000.00;142’722’002.64;131.41;137.24
14.Jan.2013;EUR;33.68;4’250’000.00;143’160’121.61;130.65;136.45
11.Jan.2013;EUR;33.87;4’250’000.00;143’960’088.28;131.38;137.22
10.Jan.2013;EUR;33.99;4’250’000.00;144’475’373.68;131.85;137.72
09.Jan.2013;EUR;34.00;4’250’000.00;144’519’394.35;131.89;137.76
08.Jan.2013;EUR;33.70;4’250’000.00;143’213’504.72;130.70;136.48
07.Jan.2013;EUR;33.72;4’250’000.00;143’326’948.70;130.80;136.60
04.Jan.2013;EUR;34.06;4’250’000.00;144’749’119.30;132.10;137.97
03.Jan.2013;EUR;33.89;4’250’000.00;144’025’782.07;131.44;137.27
02.Jan.2013;EUR;33.62;4’050’000.00;136’167’717.01;130.41;136.17
28.Dez.2012;EUR;32.82;4’000’000.00;131’259’809.46;127.28;132.83
27.Dez.2012;EUR;33.07;4’000’000.00;132’266’471.11;128.25;133.87
21.Dez.2012;EUR;33.15;4’000’000.00;132’609’208.52;128.59;134.23
20.Dez.2012;EUR;33.14;4’000’000.00;132’548’424.60;128.53;134.17
19.Dez.2012;EUR;33.21;4’000’000.00;132’850’147.36;128.82;134.48
18.Dez.2012;EUR;33.06;4’000’000.00;132’234’145.76;128.22;133.84
17.Dez.2012;EUR;33.01;4’000’000.00;132’025’464.96;128.02;133.62
14.Dez.2012;EUR;32.98;4’000’000.00;131’933’039.59;127.93;133.57
13.Dez.2012;EUR;33.15;4’000’000.00;132’617’224.49;128.59;134.27
12.Dez.2012;EUR;33.31;4’000’000.00;133’255’529.48;129.21;134.92
11.Dez.2012;EUR;33.15;4’000’000.00;132’612’104.70;128.59;134.26
10.Dez.2012;EUR;33.13;4’400’000.00;145’761’044.41;128.49;134.15
07.Dez.2012;EUR;32.99;4’400’000.00;145’148’575.62;127.95;133.57
06.Dez.2012;EUR;33.09;4’400’000.00;145’582’884.71;128.33;133.98
05.Dez.2012;EUR;32.97;4’400’000.00;145’081’981.64;127.89;133.51
04.Dez.2012;EUR;33.08;4’400’000.00;145’536’168.48;128.29;133.94
03.Dez.2012;EUR;33.22;4’400’000.00;146’164’503.90;128.85;134.52
30.Nov.2012;EUR;33.29;4’400’000.00;146’468’891.38;129.11;134.80
29.Nov.2012;EUR;33.38;4’400’000.00;146’870’399.08;129.47;135.17
28.Nov.2012;EUR;33.10;4’400’000.00;145’625’171.79;128.37;134.00
27.Nov.2012;EUR;33.14;4’400’000.00;145’797’418.44;128.52;134.16
26.Nov.2012;EUR;33.20;4’400’000.00;146’098’973.59;128.79;134.44
23.Nov.2012;EUR;33.46;4’400’000.00;147’222’916.21;129.78;135.49
22.Nov.2012;EUR;33.34;4’400’000.00;146’694’777.24;129.31;134.99
21.Nov.2012;EUR;33.20;4’400’000.00;146’076’059.49;128.77;134.41
20.Nov.2012;EUR;33.08;4’400’000.00;145’545’501.70;128.30;133.91
19.Nov.2012;EUR;33.00;4’400’000.00;145’185’985.44;127.98;133.57
16.Nov.2012;EUR;32.19;4’400’000.00;141’630’757.12;124.85;130.23
15.Nov.2012;EUR;32.61;4’400’000.00;143’476’778.51;126.48;131.96
14.Nov.2012;EUR;32.86;4’400’000.00;144’562’212.72;127.43;132.97
13.Nov.2012;EUR;33.26;4’400’000.00;146’326’999.24;128.99;134.62
12.Nov.2012;EUR;33.17;4’400’000.00;145’941’914.96;128.65;134.26
